load_id,lambda
372,1699.8283
373,2123.6756
374,0.0000
375,199.4015
376,0.0000
377,3196.8881
378,0.0000
379,0.0000
380,0.0000
381,0.0000
382,0.0000
383,0.0000
384,0.0000
385,0.0000
386,0.0000
387,0.0000
388,4302.2610
389,0.0000
390,0.0000
391,0.0000
392,0.0000
393,0.0000
394,0.0000
395,0.0000
396,900.7327
397,2060.2351
398,1235.0703
399,0.0000
400,507.5054
401,580.9823
402,0.0000
403,0.0000
404,5639.0431
405,0.0000
406,4838.1901
407,0.0000
408,0.0000
409,0.0000
410,875.2020
411,0.0000
412,0.0000
413,0.0000
414,0.0000
415,3619.1419
416,0.0000
417,0.0000
418,0.0000
419,0.0000
420,0.0000
421,952.1518
422,7008.6297
423,2418.2893
424,0.0000
425,0.0000
426,2100.5647
427,0.0000
428,0.0000
429,0.0000
430,2042.6487
431,0.0000
432,0.0000
433,881.1397
434,0.0000
435,0.0000
436,0.0000
437,10159.7444
438,3040.3496
439,0.0000
440,2699.4489
441,0.0000
442,0.0000
443,0.0000
444,3619.1419
445,0.0000
446,0.0000
447,0.0000
448,0.0000
449,0.0000
450,0.0000
451,0.0000
452,0.0000
453,0.0000
454,0.0000
455,0.0000
456,0.0000
457,0.0000
458,0.0000
459,0.0000
460,0.0000
461,0.0000
462,0.0000
463,0.0000
464,0.0000
465,0.0000
466,0.0000
467,0.0000
468,0.0000
469,0.0000
470,0.0000
471,0.0000
472,0.0000
473,0.0000
474,0.0000
475,0.0000
476,0.0000
477,0.0000
478,0.0000
479,0.0000
480,0.0000
481,0.0000
482,0.0000
483,0.0000
484,0.0000
485,0.0000
486,0.0000
487,0.0000
488,2149.0412
489,0.0000
490,0.0000
491,0.0000
492,0.0000
493,0.0000
494,0.0000
495,0.0000
496,0.0000
497,0.0000
498,0.0000
499,0.0000
500,0.0000
501,0.0000
502,0.0000
503,0.0000
504,0.0000
505,0.0000
506,0.0000
507,0.0000
508,0.0000
509,0.0000
510,0.0000
511,0.0000
512,0.0000
513,0.0000
514,0.0000
515,0.0000
516,0.0000
517,0.0000
518,0.0000
519,0.0000
520,0.0000
521,0.0000
522,0.0000
523,0.0000
524,120.0930
525,0.0000
526,0.0000
527,0.0000
528,0.0000
529,0.0000
530,0.0000
531,0.0000
532,0.0000
533,0.0000
534,0.0000
535,0.0000
536,0.0000
537,0.0000
538,0.0000
539,0.0000
540,0.0000
541,0.0000
542,0.0000
543,0.0000
544,0.0000
545,0.0000
546,0.0000
547,0.0000
548,0.0000
549,0.0000
550,0.0000
551,0.0000
552,0.0000
553,0.0000
554,0.0000
555,0.0000
556,0.0000
557,524.5589
558,0.0000
559,0.0000
560,0.0000
561,0.0000
562,0.0000
563,0.0000
564,0.0000
565,0.0000
566,0.0000
567,0.0000
568,0.0000
569,0.0000
570,0.0000
571,0.0000
572,0.0000
573,0.0000
574,0.0000
575,0.0000
576,0.0000
577,0.0000
578,0.0000
579,0.0000
580,0.0000
581,0.0000
582,0.0000
583,0.0000
584,0.0000
585,0.0000
586,0.0000
587,0.0000
588,0.0000
589,0.0000
590,0.0000
591,0.0000
592,0.0000
593,0.0000
594,0.0000
595,0.0000
596,0.0000
597,0.0000
598,0.0000
599,0.0000
600,0.0000
601,0.0000
602,487.8336
603,0.0000
604,0.0000
605,0.0000
606,0.0000
607,0.0000
608,0.0000
609,0.0000
610,0.0000
611,0.0000
612,0.0000
613,0.0000
614,0.0000
615,0.0000
616,0.0000
617,0.0000
618,99.4314
619,0.0000
620,0.0000
621,0.0000
622,0.0000
623,0.0000
624,0.0000
625,0.0000
626,0.0000
627,0.0000
628,0.0000
629,0.0000
630,0.0000
631,0.0000
632,0.0000
633,0.0000
634,0.0000
635,0.0000
636,0.0000
637,0.0000
638,0.0000
639,0.0000
640,0.0000
641,0.0000
642,0.0000
643,0.0000
644,0.0000
645,0.0000
646,0.0000
647,0.0000
648,0.0000
649,0.0000
650,0.0000
651,0.0000
652,0.0000
653,0.0000
654,0.0000
655,0.0000
656,0.0000
657,0.0000
658,0.0000
659,0.0000
660,0.0000
661,0.0000
662,0.0000
663,0.0000
664,0.0000
665,0.0000
666,0.0000
667,0.0000
668,0.0000
669,0.0000
670,0.0000
671,0.0000
672,0.0000
673,0.0000
674,0.0000
675,0.0000
676,0.0000
677,0.0000
678,0.0000
679,0.0000
680,0.0000
681,0.0000
682,0.0000
683,0.0000
684,0.0000
685,0.0000
686,0.0000
687,0.0000
688,0.0000
689,0.0000
690,0.0000
691,0.0000
692,0.0000
693,0.0000
694,0.0000
695,0.0000
696,0.0000
697,672.1778
698,0.0000
699,0.0000
700,0.0000
701,0.0000
702,0.0000
703,0.0000
704,0.0000
705,0.0000
706,0.0000
707,0.0000
708,0.0000
709,0.0000
710,0.0000
711,0.0000
712,0.0000
713,0.0000
714,0.0000
715,0.0000
716,0.0000
717,0.0000
718,2320.4823
719,0.0000
720,2079.4832
721,0.0000
722,0.0000
723,0.0000
724,0.0000
725,0.0000
726,2908.6201
727,174.6615
728,0.0000
729,0.0000
730,0.0000
731,0.0000
732,0.0000
733,2615.1976
734,0.0000
735,0.0000
736,0.0000
737,0.0000
738,0.0000
739,0.0000
740,0.0000
741,0.0000
742,0.0000
743,0.0000
744,0.0000
745,0.0000
746,0.0000
747,0.0000
748,0.0000
749,0.0000
750,2278.9447
751,0.0000
752,0.0000
753,0.0000
754,0.0000
755,0.0000
756,0.0000
757,0.0000
758,0.0000
759,0.0000
760,0.0000
761,0.0000
762,0.0000
763,0.0000
764,0.0000
765,0.0000
766,0.0000
767,0.0000
768,0.0000
769,0.0000
770,0.0000
771,0.0000
772,0.0000
773,0.0000
774,0.0000
775,0.0000
776,0.0000
777,0.0000
778,0.0000
779,0.0000
780,0.0000
781,0.0000
782,0.0000
783,0.0000
784,0.0000
785,0.0000
786,0.0000
787,0.0000
788,0.0000
789,0.0000
790,0.0000
791,0.0000
792,0.0000
793,0.0000
794,0.0000
795,0.0000
796,0.0000
797,0.0000
798,0.0000
799,0.0000
800,0.0000
801,2176.9218
802,0.0000
803,0.0000
804,0.0000
805,0.0000
806,0.0000
807,2476.1439
808,0.0000
809,0.0000
810,0.0000
811,0.0000
812,0.0000
813,0.0000
814,0.0000
815,0.0000
816,0.0000
817,0.0000
818,0.0000
819,0.0000
820,0.0000
821,0.0000
822,0.0000
823,0.0000
824,0.0000
825,0.0000
826,0.0000
827,0.0000
828,0.0000
829,0.0000
830,0.0000
831,0.0000
832,0.0000
833,469.8361
834,0.0000
835,0.0000
836,0.0000
837,186.9160
838,0.0000
839,0.0000
840,0.0000
841,2123.6756
842,0.0000
843,0.0000
844,0.0000
845,0.0000
846,0.0000
847,0.0000
848,0.0000
849,0.0000
850,0.0000
851,0.0000
852,0.0000
853,0.0000
854,0.0000
855,0.0000
856,0.0000
857,0.0000
858,0.0000
859,0.0000
860,0.0000
861,0.0000
862,452.0100
863,0.0000
864,0.0000
865,0.0000
866,0.0000
867,0.0000
868,0.0000
869,0.0000
870,263.6756
871,0.0000
872,0.0000
873,0.0000
874,0.0000
875,0.0000
876,0.0000
877,0.0000
878,0.0000
879,0.0000
880,0.0000
881,0.0000
882,0.0000
883,0.0000
884,0.0000
885,0.0000
886,0.0000
887,0.0000
888,0.0000
889,0.0000
890,0.0000
891,0.0000
892,0.0000
893,998.0909
894,0.0000
895,0.0000
896,0.0000
897,3196.8881
898,2615.1976
899,0.0000
900,3385.9754
901,2207.6196
902,0.0000
903,0.0000
904,2908.6201
905,1992.7164
906,0.0000
907,2149.0412
908,0.0000
909,901.9164
910,2123.6756
911,2042.6487
912,2796.2893
913,0.0000
914,2060.2351
915,0.0000
916,2366.6925
917,4302.2610
918,0.0000
919,2541.3316
920,0.0000
921,2320.4823
922,0.0000
923,0.0000
924,5639.0431
925,3914.4675
926,2699.4489
927,0.0000
928,0.0000
929,3619.1419
930,2476.1439
931,0.0000
932,0.0000
933,4838.1901
934,0.0000
935,7008.6297
936,2100.5647
937,0.0000
938,0.0000
939,2418.2893
940,895.8416
941,0.0000
942,0.0000
943,0.0000
944,2207.6196
945,0.0000
946,2176.9218
947,0.0000
948,0.0000
949,0.0000
950,1416.2979
951,975.3086
952,0.0000
953,7008.6297
954,2278.9447
955,10159.7444
956,0.0000
957,0.0000
958,0.0000
959,0.0000
960,10159.7444
961,2207.6196
962,0.0000
963,0.0000
964,0.0000
965,0.0000
966,0.0000
967,875.5943
968,0.0000
969,0.0000
970,0.0000
971,0.0000
972,0.0000
973,0.0000
974,0.0000
975,2079.4832
976,0.0000
977,0.0000
978,2615.1976
979,0.0000
980,0.0000
981,0.0000
982,3385.9754
983,0.0000
984,0.0000
985,0.0000
986,0.0000
987,2182.0570
988,0.0000
989,0.0000
990,3196.8881
991,0.0000
992,0.0000
993,3040.3496
994,0.0000
995,0.0000
996,0.0000
997,0.0000
998,0.0000
999,0.0000
1000,0.0000
1001,0.0000
1002,0.0000
1003,0.0000
1004,0.0000
1005,0.0000
1006,0.0000
1007,0.0000
1008,2218.2601
1009,0.0000
1010,0.0000
1011,0.0000
1012,0.0000
1013,0.0000
1014,0.0000
1015,0.0000
1016,2100.5647
1017,0.0000
1018,0.0000
1019,5639.0431
1020,0.0000
1021,0.0000
1022,0.0000
1023,0.0000
1024,0.0000
1025,2796.2893
1026,0.0000
1027,3196.8881
1028,2079.4832
1029,0.0000
1030,0.0000
1031,998.1901
1032,957.7121
1033,0.0000
1034,0.0000
1035,0.0000
1036,0.0000
1037,2796.2893
1038,4838.1901
1039,2908.6201
1040,0.0000
1041,0.0000
1042,0.0000
1043,2042.6487
1044,0.0000
1045,928.9266
1046,0.0000
1047,2241.4885
1048,2699.4489
1049,2060.2351
1050,2732.4567
1051,0.0000
1052,0.0000
1053,0.0000
1054,0.0000
1055,1292.7902
1056,3040.3496
1057,4838.1901
1058,0.0000
1059,224.8530
1060,0.0000
1061,0.0000
1062,2418.2893
1063,471.9881
1064,3619.1419
1065,3914.4675
1066,0.0000
1067,0.0000
1068,940.9669
1069,0.0000
1070,0.0000
1071,0.0000
1072,0.0000
1073,0.0000
1074,0.0000
1075,0.0000
1076,2366.6925
1077,4302.2610
1078,0.0000
1079,0.0000
1080,0.0000
1081,0.0000
1082,0.0000
1083,0.0000
1084,7008.6297
1085,0.0000
1086,0.0000
1087,2241.4885
1088,0.0000
1089,1260.6409
1090,0.0000
1091,0.0000
1092,1928.2661
1093,1357.2553
1094,3385.9754
1095,0.0000
1096,0.0000
1097,0.0000
1098,0.0000
1099,2320.4823
1100,940.2556
1101,0.0000
1102,0.0000
1103,2541.3316
1104,3914.4675
1105,0.0000
1106,5639.0431
1107,2149.0412
1108,0.0000
1109,2363.7329
1110,0.0000
1111,10159.7444
1112,0.0000
1113,0.0000
1114,2278.9447
1115,2123.6756
1116,2366.6925
1117,0.0000
1118,0.0000
1119,2476.1439
1120,2176.9218
1121,0.0000
1122,0.0000
1123,0.0000
1124,2060.2351
1125,0.0000
1126,0.0000
1127,0.0000
1128,0.0000
1129,0.0000
1130,0.0000
1131,0.0000
1132,0.0000
1133,0.0000
1134,0.0000
1135,0.0000
1136,0.0000
1137,0.0000
1138,0.0000
1139,0.0000
1140,0.0000
1141,0.0000
1142,0.0000
1143,0.0000
1144,0.0000
1145,0.0000
1146,0.0000
1147,0.0000
1148,0.0000
1149,0.0000
1150,0.0000
1151,2699.4489
1152,199.4015
1153,0.0000
1154,0.0000
1155,0.0000
1156,0.0000
1157,289.6974
1158,0.0000
1159,0.0000
1160,0.0000
1161,302.7003
1162,0.0000
1163,0.0000
1164,0.0000
1165,0.0000
1166,0.0000
1167,0.0000
1168,0.0000
1169,0.0000
1170,0.0000
1171,0.0000
1172,0.0000
1173,0.0000
1174,0.0000
1175,0.0000
1176,0.0000
1177,0.0000
1178,0.0000
1179,0.0000
1180,0.0000
1181,0.0000
1182,0.0000
1183,0.0000
1184,0.0000
1185,0.0000
1186,0.0000
1187,0.0000
1188,0.0000
1189,0.0000
1190,0.0000
1191,0.0000
1192,0.0000
1193,0.0000
1194,0.0000
1195,0.0000
1196,0.0000
1197,0.0000
1198,0.0000
1199,0.0000
1200,0.0000
1201,0.0000
1202,0.0000
1203,0.0000
1204,0.0000
1205,0.0000
1206,0.0000
1207,0.0000
1208,0.0000
1209,0.0000
1210,0.0000
1211,0.0000
1212,0.0000
1213,3619.1419
1214,0.0000
1215,0.0000
1216,0.0000
1217,0.0000
1218,0.0000
1219,0.0000
1220,0.0000
1221,0.0000
1222,554.0723
1223,0.0000
1224,0.0000
1225,0.0000
1226,0.0000
1227,0.0000
1228,0.0000
1229,0.0000
1230,0.0000
1231,0.0000
1232,250.6867
1233,0.0000
1234,0.0000
1235,0.0000
1236,0.0000
1237,0.0000
1238,0.0000
1239,0.0000
1240,0.0000
1241,0.0000
1242,0.0000
1243,0.0000
1244,0.0000
1245,0.0000
1246,541.1991
1247,0.0000
1248,0.0000
1249,0.0000
1250,0.0000
1251,4302.2610
1252,0.0000
1253,0.0000
1254,0.0000
1255,0.0000
1256,0.0000
1257,0.0000
1258,0.0000
1259,0.0000
1260,0.0000
1261,0.0000
1262,0.0000
1263,0.0000
1264,0.0000
1265,0.0000
1266,0.0000
1267,0.0000
1268,0.0000
1269,0.0000
1270,0.0000
1271,0.0000
1272,0.0000
1273,0.0000
1274,0.0000
1275,0.0000
1276,0.0000
1277,0.0000
1278,0.0000
1279,0.0000
1280,0.0000
1281,0.0000
1282,0.0000
1283,0.0000
1284,0.0000
1285,0.0000
1286,0.0000
1287,2418.2893
1288,0.0000
1289,0.0000
1290,0.0000
1291,0.0000
1292,0.0000
1293,0.0000
1294,0.0000
1295,0.0000
1296,0.0000
1297,0.0000
1298,0.0000
1299,0.0000
1300,0.0000
1301,0.0000
1302,0.0000
1303,0.0000
1304,0.0000
1305,0.0000
1306,0.0000
1307,2100.5647
1308,0.0000
1309,0.0000
1310,0.0000
1311,0.0000
1312,0.0000
1313,0.0000
1314,0.0000
1315,0.0000
1316,0.0000
1317,0.0000
1318,0.0000
1319,0.0000
1320,0.0000
1321,0.0000
1322,0.0000
1323,0.0000
1324,0.0000
1325,0.0000
1326,0.0000
1327,0.0000
1328,0.0000
1329,0.0000
1330,0.0000
1331,2149.0412
1332,162.7080
1333,0.0000
1334,0.0000
1335,0.0000
1336,0.0000
1337,0.0000
1338,5639.0431
1339,0.0000
1340,0.0000
1341,0.0000
1342,0.0000
1343,0.0000
1344,0.0000
1345,0.0000
1346,0.0000
1347,0.0000
1348,0.0000
1349,0.0000
1350,0.0000
1351,0.0000
1352,2541.3316
1353,0.0000
1354,0.0000
1355,0.0000
1356,0.0000
1357,0.0000
1358,0.0000
1359,0.0000
1360,0.0000
1361,0.0000
1362,0.0000
1363,0.0000
1364,0.0000
1365,0.0000
1366,0.0000
1367,0.0000
1368,0.0000
1369,0.0000
1370,0.0000
1371,263.6756
1372,0.0000
1373,0.0000
1374,0.0000
1375,0.0000
1376,0.0000
1377,0.0000
1378,0.0000
1379,212.0621
1380,3040.3496
1381,0.0000
1382,0.0000
1383,0.0000
1384,0.0000
1385,0.0000
1386,0.0000
1387,0.0000
1388,0.0000
1389,0.0000
1390,0.0000
1391,0.0000
1392,0.0000
1393,0.0000
1394,0.0000
1395,0.0000
1396,0.0000
1397,0.0000
1398,0.0000
1399,0.0000
1400,0.0000
1401,0.0000
1402,0.0000
1403,0.0000
1404,3914.4675
1405,0.0000
1406,0.0000
1407,0.0000
1408,0.0000
1409,0.0000
1410,0.0000
1411,0.0000
1412,0.0000
1413,0.0000
1414,0.0000
1415,0.0000
1416,0.0000
1417,0.0000
1418,0.0000
1419,0.0000
1420,0.0000
1421,0.0000
1422,0.0000
1423,0.0000
1424,0.0000
1425,0.0000
1426,0.0000
1427,0.0000
1428,2615.1976
1429,0.0000
1430,0.0000
1431,0.0000
1432,0.0000
1433,0.0000
1434,0.0000
1435,0.0000
1436,0.0000
1437,0.0000
1438,0.0000
1439,0.0000
1440,0.0000
1441,186.9160
1442,0.0000
1443,0.0000
1444,0.0000
1445,0.0000
1446,0.0000
1447,0.0000
1448,0.0000
1449,0.0000
1450,0.0000
1451,0.0000
1452,0.0000
1453,495.4190
1454,0.0000
1455,0.0000
1456,0.0000
1457,0.0000
1458,0.0000
1459,0.0000
1460,0.0000
1461,0.0000
1462,0.0000
1463,0.0000
1464,0.0000
1465,0.0000
1466,0.0000
1467,0.0000
1468,0.0000
1469,0.0000
1470,0.0000
1471,0.0000
1472,0.0000
1473,0.0000
1474,0.0000
1475,0.0000
1476,0.0000
1477,0.0000
1478,0.0000
1479,0.0000
1480,0.0000
1481,0.0000
1482,0.0000
1483,0.0000
1484,0.0000
1485,0.0000
1486,0.0000
1487,0.0000
1488,0.0000
1489,0.0000
1490,523.6955
1491,0.0000
1492,0.0000
1493,0.0000
1494,0.0000
1495,0.0000
1496,0.0000
1497,0.0000
1498,0.0000
1499,0.0000
1500,0.0000
1501,0.0000
1502,2278.9447
1503,0.0000
1504,0.0000
1505,0.0000
1506,0.0000
1507,0.0000
1508,96.8881
1509,0.0000
1510,0.0000
1511,0.0000
1512,0.0000
1513,0.0000
1514,0.0000
1515,0.0000
1516,0.0000
1517,0.0000
1518,0.0000
1519,0.0000
1520,0.0000
1521,0.0000
1522,0.0000
1523,0.0000
1524,0.0000
1525,0.0000
1526,0.0000
1527,0.0000
1528,0.0000
1529,0.0000
1530,0.0000
1531,0.0000
1532,0.0000
1533,0.0000
1534,0.0000
1535,0.0000
1536,0.0000
1537,0.0000
1538,0.0000
1539,0.0000
1540,0.0000
1541,0.0000
1542,0.0000
1543,0.0000
1544,0.0000
1545,0.0000
1546,0.0000
1547,0.0000
1548,0.0000
1549,0.0000
1550,0.0000
1551,0.0000
1552,0.0000
1553,0.0000
1554,0.0000
1555,0.0000
1556,0.0000
1557,0.0000
1558,0.0000
1559,0.0000
1560,0.0000
1561,0.0000
1562,0.0000
1563,0.0000
1564,0.0000
1565,0.0000
1566,0.0000
1567,0.0000
1568,0.0000
1569,0.0000
1570,0.0000
1571,0.0000
1572,0.0000
1573,0.0000
1574,0.0000
1575,0.0000
1576,0.0000
1577,0.0000
1578,0.0000
1579,0.0000
1580,0.0000
1581,2042.6487
1582,1948.4973
1583,0.0000
1584,1053.3185
1585,7008.6297
1586,1033.2823
1587,2105.1648
1588,2908.6201
1589,0.0000
1590,0.0000
1591,0.0000
1592,0.0000
1593,527.0840
1594,0.0000
1595,0.0000
1596,0.0000
1597,0.0000
1598,0.0000
1599,0.0000
1600,0.0000
1601,0.0000
1602,10159.7444
1603,0.0000
1604,0.0000
1605,0.0000
1606,0.0000
1607,0.0000
1608,0.0000
1609,0.0000
1610,0.0000
1611,2699.4489
1612,0.0000
1613,0.0000
1614,0.0000
1615,4838.1901
1616,0.0000
1617,0.0000
1618,0.0000
1619,2796.2893
1620,0.0000
1621,0.0000
1622,2476.1439
1623,2320.4823
1624,2176.9218
1625,0.0000
1626,0.0000
1627,2908.6201
1628,0.0000
1629,486.4921
1630,2079.4832
1631,3196.8881
1632,0.0000
1633,2476.1439
1634,0.0000
1635,2278.9447
1636,0.0000
1637,0.0000
1638,2615.1976
1639,0.0000
1640,0.0000
1641,10159.7444
1642,3385.9754
1643,0.0000
1644,0.0000
1645,0.0000
1646,0.0000
1647,0.0000
1648,0.0000
1649,0.0000
1650,3914.4675
1651,0.0000
1652,0.0000
1653,0.0000
1654,0.0000
1655,0.0000
1656,0.0000
1657,111.6106
1658,0.0000
1659,0.0000
1660,970.2506
1661,0.0000
1662,0.0000
1663,0.0000
1664,2366.6925
1665,2123.6756
1666,0.0000
1667,0.0000
1668,0.0000
1669,2100.5647
1670,2207.6196
1671,0.0000
1672,0.0000
1673,977.7633
1674,2176.9218
1675,0.0000
1676,0.0000
1677,0.0000
1678,2418.2893
1679,0.0000
1680,3040.3496
1681,0.0000
1682,2241.4885
1683,0.0000
1684,0.0000
1685,1925.8992
1686,2060.2351
1687,0.0000
1688,0.0000
1689,0.0000
1690,0.0000
1691,0.0000
1692,7008.6297
1693,3619.1419
1694,0.0000
1695,0.0000
1696,0.0000
1697,0.0000
1698,0.0000
1699,0.0000
1700,0.0000
1701,0.0000
1702,0.0000
1703,532.1603
1704,0.0000
1705,2541.3316
1706,0.0000
1707,0.0000
1708,0.0000
1709,2079.4832
1710,2699.4489
1711,2615.1976
1712,0.0000
1713,0.0000
1714,4302.2610
1715,1762.7081
1716,0.0000
1717,0.0000
1718,5639.0431
1719,0.0000
1720,0.0000
1721,497.3568
1722,0.0000
1723,0.0000
1724,0.0000
1725,1734.3005
1726,0.0000
1727,0.0000
1728,0.0000
1729,0.0000
1730,2366.6925
1731,3385.9754
1732,0.0000
1733,0.0000
1734,0.0000
1735,493.0910
1736,0.0000
1737,0.0000
1738,2241.4885
1739,0.0000
1740,2207.6196
1741,0.0000
1742,0.0000
1743,0.0000
1744,0.0000
1745,0.0000
1746,2123.6756
1747,0.0000
1748,0.0000
1749,4838.1901
1750,514.8295
1751,0.0000
1752,0.0000
1753,186.9160
1754,0.0000
1755,0.0000
1756,0.0000
1757,3196.8881
1758,0.0000
1759,0.0000
1760,0.0000
1761,2042.6487
1762,2100.5647
1763,3385.9754
1764,7008.6297
1765,0.0000
1766,0.0000
1767,0.0000
1768,970.7260
1769,0.0000
1770,2908.6201
1771,0.0000
1772,0.0000
1773,0.0000
1774,4838.1901
1775,0.0000
1776,2149.0412
1777,0.0000
1778,0.0000
1779,0.0000
1780,1144.3695
1781,0.0000
1782,2312.6042
1783,0.0000
1784,0.0000
1785,10159.7444
1786,2541.3316
1787,489.6803
1788,0.0000
1789,0.0000
1790,2060.2351
1791,3196.8881
1792,0.0000
1793,4302.2610
1794,0.0000
1795,1666.2361
1796,0.0000
1797,0.0000
1798,0.0000
1799,0.0000
1800,2278.9447
1801,923.2548
1802,5639.0431
1803,0.0000
1804,3040.3496
1805,2320.4823
1806,0.0000
1807,0.0000
1808,3914.4675
1809,0.0000
1810,2149.0412
1811,2003.8800
1812,3619.1419
1813,2796.2893
1814,964.4128
1815,2476.1439
1816,0.0000
1817,0.0000
1818,0.0000
1819,0.0000
1820,0.0000
1821,0.0000
1822,0.0000
1823,0.0000
1824,0.0000
1825,0.0000
1826,0.0000
1827,0.0000
1828,0.0000
1829,0.0000
1830,0.0000
1831,2320.4823
1832,0.0000
1833,0.0000
1834,0.0000
1835,0.0000
1836,0.0000
1837,0.0000
